samples,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
zul3s6o-2015,0,0,0,0,2.800328,4.351424,3.1800313,0,0,0,0,0,0,0,3.455823,0,0,1.2523452,0.42655987,0,6.8391848,0,5.15183,0,0,1.3443291,0,0,0,0,2.9280133,0.32910118,1.4877181,0,2.9719036,0,2.1465008,3.3191905,0.28590122,0,5.2223954,6.0672507,2.9516087,1.429731,0,0,3.1609972,2.1384892,0.8749934,0,0.995266,0,0,0,2.2141724,0,0,0,6.3506145,0,1.0350734,0,0,1.0322021,0,1.8749789,3.06304,0,0,0,0,0,0,2.4720047,0,4.1690598,0,2.7217793,0,0,0,0,0,1.4579307,0,0,0,0,0,7.5700436,0,0,0,2.2215278,1.4465295,2.082092,0,1.1730134,3.086264,2.800946,0,3.0960968,3.6305087,0,0,1.3489473,0,0,2.784977,1.4954792
zul3s6o-6011,3.0223029,0,0,0,0,0.19714127,0,1.4918433,0.1006739,0,0,0,0.95987403,0,1.1707507,0,0,3.2235532,0,3.1635194,1.7464447,0.860566,0,3.332469,0,3.2720833,0,0,0,0,3.746317,0,0.28330442,0,3.1101587,0,1.3386967,1.4261819,0,0,5.8179517,0,1.2298167,0,3.8900132,0,0.36940324,0,0.17981839,0,0,0,0,0.62193674,0,0.6001804,0,0,2.9267893,1.1578457,0,0,0,3.8505006,0.9486251,1.9307721,5.4870276,1.663645,0,0,0,1.5041342,0,2.2102253,0,2.3243928,0.74193025,4.7717443,0,2.9048414,0,0,0,1.314641,0,0,0,0.007240325,0,2.9026911,2.1335022,1.4949043,3.9832797,3.446525,0,2.9352007,1.1448466,0,1.8741962,0,0,0.013128839,5.8115535,3.1160574,0,0,0,2.7472267,0,1.2484759
zul3s6o-6021,5.2861185,0,0,0,0,6.1570816,0.3201332,0.6598587,0.12723331,0,0.5287212,0,0.60497725,0,1.2060443,0,0,0.39097393,1.0759759,2.7408817,2.0109465,1.2781029,2.9323108,2.8418095,0,0,0,0,0,0,5.6180325,2.625872,0,0,0,0,1.9724869,0,0.14067073,0,6.353026,4.2479134,5.365665,0,0,0,2.0232284,1.6775807,2.1587703,0,0,0,0,0,1.1361269,0,0,0,8.311275,0,1.3074447,0,0,3.3904824,0.7083382,2.2189336,0,2.896144,0,0,0,0,0,1.2272053,0,3.3306806,3.8466148,2.3918476,0,0,0,2.7441604,0,0.54414576,0,0,1.3369812,0,1.8962173,0.72236776,0,3.3283644,2.2394145,3.6218057,2.7751348,0.9865609,3.2387118,3.2675867,3.5805337,0.52643406,0,2.2654076,2.5831957,4.2045503,0,4.718814,0,0,1.8720651,0
zul3s6o-6032,0,0,0,0,1.697821,0.1717658,2.065371,0.62477994,1.2836792,0.43456113,0,0,2.9990091,0,1.1233336,0,0,0,1.2629043,1.2228866,1.4458627,0.19135137,1.7347182,2.4541779,0,0,0.50215316,0,0,0,0.9551198,2.9786534,0,0,0.5110552,0,0.9403001,0.47397983,0.8317548,0,1.8864665,2.0421746,3.1053555,1.3915716,1.3318353,0,2.6995049,1.1127868,0,0,0.30638468,0,0,0,0.66866875,0.2527424,0,0,3.4973483,0.23427908,2.944799,0,0.010727137,2.221645,2.3220084,1.0698367,0,0.7646097,0,0.68291473,0,0.2778416,0,1.213224,0,1.7048178,0,2.7851624,0.2744888,0,0,1.4505734,0,1.6405529,0.64474994,0,0.17728524,0.00056389,0,2.0357144,0.31031156,0.62360895,0.085268155,0.4735179,1.1743127,1.5318334,0,1.8312265,4.351529,1.6685243,0,2.6443942,2.3395095,0.7262586,0,1.7715951,0,0,0.2029257,0.29840612
zupaqvu-01,0,0,0,11.622697,15.769067,7.131994,11.390647,0,0,5.8624907,0,14.446874,0,0,5.342296,0,0,0,0,6.5747337,0,2.6015086,0,0,9.840492,8.9472685,14.05739,0,0,0,0,0,0,12.028112,4.4333706,1.3097945,9.716892,3.2851007,7.153788,7.8005357,0,0,0,7.5048757,4.9251037,0,15.136389,0,1.8087251,0,12.347866,0,0,0,0,13.86004,11.463915,0,12.213336,3.5023866,24.603119,0,2.578859,6.910251,0,0,2.977636,18.198397,0,0,0,0,2.3668537,0,0,3.5418844,0,0,0,0,0,10.722065,0,0,0,0,6.423374,7.7236342,0,5.00409,0,0,0,0,2.395912,0,9.290048,0,8.407628,0,2.2953184,2.4729183,9.898123,0,0,3.6925538,1.6025016,0,5.0761333,0
zupaqvu-02,0,0,0,0,4.0743012,3.3417225,1.9398957,0.36589086,0,1.2321562,0,0,0.76432323,0,3.38275,0,0,0,4.2324743,2.8420568,4.1357718,0,2.717509,0.8214479,0,0,0,0,0,0,0,0,0,0,0.56771445,0,0.32262516,4.676393,0.7000149,0,4.855989,2.985577,0,2.1863923,0.82070255,0,4.637718,2.3858023,0,0,1.6547704,0,0,0,5.2751236,0,0,0,3.670382,0,4.1093454,1.036371,0.5685514,4.355673,1.3465519,0,0.14032593,0,0,0,0,0,2.4771636,0,0,3.5937505,3.1328263,1.6812439,0,0,0,0.55496544,0,0.18396392,4.5036974,0,0,1.2974966,0,0,4.2002354,3.383451,0.000233337,0.12047228,0,1.9601511,0,0,3.897989,0.11672306,0.47861388,2.929689,7.613173,2.0341718,0,2.2026238,0.27984557,0,0.5749399,2.8074987
zupaqvu-03,0,0,0,0,8.349276,0,4.3545413,1.3395375,0,1.5283904,0,0,0,0,2.3599882,0,0,0,1.9822848,0,6.320884,2.235688,3.0960848,0,0,0,0,0,0,0,0,0,0,0,0.8442394,2.4260578,0,4.085867,2.8261569,0,0,0.44945693,2.390673,4.9039326,0,0,4.910581,3.290366,0,0,0.28815776,0,2.7070854,0,3.135123,0,0,0,1.7274247,0,6.232378,0,3.4069335,0,0,2.026295,0,0,0,0,0,0,0,0,0.61453354,6.14445,0,0,0,0,0,3.4102,0,4.7681093,5.038246,0,0.53626883,0.8381821,0,0,0,0,0,0,2.9652457,7.615953,0,0.5714975,3.3619363,0,3.7934515,2.9063816,4.0379744,0,0,2.1191528,3.6925535,0,0.20267068,8.639047
zupaqvu-04,0,0,0,0,5.4244304,2.1575122,0,2.4464717,0,1.0648437,0,0,0,0.014546625,0.531896,0,2.4311936,0,2.6730237,0,4.0415187,0,2.257399,0,0,0,0,0,0,0,0,0.5462272,0,1.1836474,0.8985945,0.19180149,0,1.8757367,0,0,0.24218872,0.5573924,0,1.9503474,1.314659,0,2.941831,0,0.8626214,0,1.6844497,0,0,0,2.8085845,0,0,0.6248552,3.4976785,3.0537493,4.3704476,0,0.10498395,0.913708,0,2.7059739,0.75268257,0.13190736,0,0,0,0,0,0.6178836,0.55333,4.812279,0,0,0.17222103,0,0,0.31367305,0,1.3441967,2.9846938,0,0,1.1235588,0,1.3820207,0.02122084,0,0,0,3.5645177,3.2245967,0,0,2.5645916,1.8726428,0.8221247,2.4682224,1.914923,0,0,2.4240227,0.46223727,0,1.1881888,3.658515
zupaqvu-06,0,0,0,0,4.903314,0.022076424,2.1783981,0,0,0,0,0,2.8157542,0,2.8126473,0,0,0,4.1797214,2.4990852,0,1.3443922,3.115699,3.5245802,0,0,0,0,0,0,0,5.388421,0,1.3345814,1.6740282,0,0.026210211,3.1311133,3.4621549,0.012258366,2.7075498,2.7738562,0,1.9490719,3.2348294,0,6.5004673,0,0,0,2.9251218,0,0,0,3.4916346,0,0,3.5006604,0.93491393,1.1410136,6.1783834,0,1.1021774,3.5860536,2.649059,0,0.23296013,0.24294488,0,2.0556295,0,0,0.5047306,1.5297877,1.6600682,2.0894246,0,0,2.976284,0,0,0,0,4.658601,2.8851247,0,0,1.6856328,0,1.1564589,6.068069,3.630692,0,0.35967124,0.16257624,3.460528,0,0,6.0309324,0.90535915,1.2402463,3.5601091,7.2293077,0,0,5.649596,2.8076277,0,0,3.2041693
zupaqvu-07,0,0,0,0,3.026659,5.2757483,0,6.508603,0,0.08361964,0,0,0,2.738545,4.040755,0,0,8.068718,1.9699891,3.4125943,8.704263,0,2.3969972,0,0,1.7126983,0,0,0,0,2.1083748,0.103749864,0,0,3.7360647,2.2917051,0,8.7946,0,0,2.2880518,2.4024243,0,0,4.7451677,0,5.205004,0,5.076991,0,2.3235717,0,0,0,2.7757647,0,0,0,1.8568563,1.727887,1.0173575,0,0,0,3.8006365,0,6.17629,0,0,1.1874094,0,0,0,4.5149784,0.21276662,1.3904394,0,0,0,0.9769718,0,0,0,1.415928,1.3235596,0,0,1.1198301,0,6.767257,4.654758,0,0,6.209604,0,6.3171315,2.0813246,0,6.3365984,0,0,1.530781,5.8369823,1.96867,0,1.3432543,0,0,0,5.7813826
zupaqvu-08,0,0,0,0,5.9755244,11.015895,0,5.2933993,0,0,0,0,0.029742274,0,7.5964165,0,0,1.1256312,0.25518435,3.6022701,10.523139,0,4.158868,0,0,1.5666685,0,0,0,0,0,2.1003115,0,0,2.5256371,0.3614309,0,1.8638259,5.234327,0,5.93312,0,0,0,4.613879,0,6.9409447,0,8.726538,0,2.7530177,0,0,0,5.02392,0,0,0,0,2.6973362,2.625229,3.615836,0,0,1.5269493,3.7952437,0,0,0,4.8963513,0,0,0,10.414749,3.9073145,4.1340036,0.9807928,0,4.642544,0,0,2.4630194,0,12.380871,5.6378036,0,0,0.6504002,2.1735446,8.593027,7.4093485,0,0,4.8943024,4.0975842,6.2787557,0,0,10.259426,4.7294803,2.7025356,1.4079957,2.0631118,0.9289674,0,0,0,0,0,9.558856
zupaqvu-09,0,0,0,0,2.6704094,3.749887,1.2971852,3.966768,0,0.88733166,0,0,1.1927459,1.7703497,0,0,1.0101025,0,2.2264104,0,1.9863758,0.70535666,1.5884867,0.48044565,0,0,0,0,0,0,0,0,0,0.68428004,0,0.64421743,0,0.21818863,0,0,0,0,0.08863133,0,2.0946748,0,1.4927765,0.6621479,3.2385757,0,1.3661215,0,0,0,3.2749085,0,0,0,2.49916,1.0653723,2.5138066,0,0.4134768,0.04055755,0,1.7401513,0,2.1989279,0,0,0,0,0.17881748,0,0,5.136301,0,0,1.3835673,0,0,0,0,2.9842138,1.8585441,0,0,0.7609781,0,1.8078523,1.7142172,0,0,0,2.4005864,6.018029,0,0,1.1559889,0,1.9066617,3.0774958,1.5620711,2.119137,0,2.3025033,0,0,0.9597701,0.9604095
zupaqvu-10,0.72577053,0,0,0,1.0827497,3.3751194,0.3839759,2.9125423,0,0.037458792,0,0,1.6059973,2.159487,0.76735556,0,0,2.425603,0,1.4572238,3.4043431,0,0.45067984,0,0,0,0,0,0.25759813,0,0.8521895,0.10319344,0,0,2.21264,0.86286855,0,1.7150211,0,0,3.5471656,0,0.75467205,0.015438527,2.798013,0,0.85445756,0,3.284458,0,0,0,0,0,2.869306,0,0,0,1.0997843,0,1.5608075,0,1.4494387,0,0,2.1228998,0,1.3911037,0,0,0,0,0,1.8288522,0.969224,1.4315227,0.27339795,2.0267875,0,0.8767498,0,0,0,0.59415513,0.6321338,0,0,1.3507082,1.089539,2.408158,0.98912543,0,0.30455405,2.2526011,0,4.36177,0.42774624,0,1.9230286,0,0.7112797,2.488613,1.3515685,2.3614957,0,0,0,1.2591263,0,0.18336566
zv14sib-01,0.7241817,0,0,0,3.3927917,5.5292153,3.613473,1.8540831,0,0,0,0,0,0,0,3.3187835,0,0,4.8523006,0,0.7733842,0,0,0,0,0,0,5.290884,4.7620845,0,0,0,0.33104414,0,0.59885556,0,0,6.084606,0.33316168,0,7.557277,4.8212566,2.3281891,0,0,0,1.7800835,5.4531026,1.6258496,0,0,0,0.2016179,0,0.07538903,0,0,0,0,0,0,6.4747434,4.7114167,0,0,6.5566225,0,0,0.12259909,0,0,0,0,0,4.471688,2.5235317,6.520592,0,0,0,0,0,0,1.5663317,0,0,0,0,4.760936,2.7281086,0,0.26784042,0,2.654494,0,0.20006818,0,0,1.4787223,6.9180164,0.16711034,0,0.005125977,0,0,0,2.9080486,0,7.9174685,8.2448435
zv14sib-02,0,0,0,0,5.2700458,4.797532,5.108385,2.2168393,0,0.33432066,0,0,0,0,0,3.2158244,0,0,4.816988,0,1.8468055,0,1.8702923,0,0,0,0,4.2995234,5.4272566,0,0,0,0.10574263,0,3.1074488,0,0,5.024193,0,0,8.086772,6.712943,3.9303901,0,0,0,5.5254397,4.908005,1.8712237,0,0,0,0,0,0.029413147,0,0,0,0.16552565,0,1.8073868,4.69483,5.6042523,0,0,7.896403,0,0,0,0,0,0,0,0,3.8185558,5.143966,5.9336185,0,0,0,0,0,0,2.4149916,0,0,0,0,4.243553,3.7521553,0,0,0,3.6110651,1.2593058,0.27283737,0,0,0.96775496,6.609336,0.7757651,0,0,0,0,0,4.216226,0,7.9843307,7.2993793
zv14sib-03,0,0,0,0,10.3987465,3.3613265,6.213211,0,0,6.2291713,0,0,3.8984594,0,1.4453075,0,0,0,6.03308,0,1.3069631,0,4.6426597,0.9598513,0,0,0,0,7.933315,0,0,0,0,0,5.695507,1.1190197,0,0.44232628,0,0,13.501977,5.637386,0.3391399,0,0,0,6.756635,8.282452,0,0,0.35032338,0,0,0,1.9886495,0,0,0,7.0974035,1.6445469,4.492755,0,0.5890302,0,0,9.1334505,0,0,0,0,0,0,0,0,0.18093403,9.157136,2.9834502,0,0,0,0,0,0,0,0,0,0,0,0,0.6812829,0.899485,2.8552628,0,5.612578,11.256064,0.88040805,0,0,0,0.8021724,0,0.9683387,0,0,0,4.3198643,2.1186454,0,7.5617003,6.5473523
zv14sib-04,0,0,0,0,0,5.1101155,0,0,0,0.066699095,0,0,1.9987093,0,0,0,0,0,5.8295593,2.4666615,0,0,0,0,0,0.52757037,0,5.329796,6.763103,0,0,0,0.10198916,0,2.7223585,0,0,3.8189287,0,0,9.397859,0,0.69692045,1.7252834,3.2060637,0,0,2.9074595,0,0,0,0,0,0.9247387,0,0.9477841,0,0,0,0,2.7242882,3.7740865,1.0974503,1.4404584,0,5.6125207,0,0,2.6726706,0.39775443,0,0,0,1.5514439,0.13777293,0.60048467,1.5286406,1.1239042,0,0,0,1.6466342,0,0,0.73155403,0,0,0,0,1.593545,1.1878508,3.088846,0,2.6960077,0,0,0,4.3916335,1.6230347,1.5025058,2.5801458,2.2322495,1.4566112,1.246319,0,0,0,0,0,0.91300523
zv14sib-05,0,0,0,0,1.4839523,6.5623856,0.9847059,0.9943801,0,0.26253647,0,0,0,0,0,3.9628682,0,0,4.8119984,0,0,0.21761434,1.4078461,0,0,0,0,0,2.60992,0,0,0,0,0,0.6467807,0,0.3905091,3.3601077,0.436843,1.1163961,7.659077,3.1275618,0,0,0,0,0.9919046,0,2.4073868,0,0,0,0,0,0,0,0,0,1.3425181,0,0.13289236,5.641148,1.383113,0,0,3.8154,0,0,0,0,0,0,0,0,2.8355155,2.7559493,0.71903104,0,0,0,0,0,0,1.1833441,0,0,0,0,0.41440356,0.4783188,0.28757435,0,0,1.445064,0,0,0,0,2.4265392,1.8418429,0.3911917,0,1.1026094,0,0,0,2.4880567,0,4.241085,1.1985139
zv14sib-06,0,0,0,0,0,5.4088717,5.8629384,0,0,4.283774,0,0,2.893787,0,6.6934257,0,0,0,4.3918843,4.6295996,0.5965006,0,1.1402484,8.093922,0,3.6081755,0,0,0.17391726,0,0,4.13,1.4142323,1.0226818,2.8467426,4.3119903,0,1.9098713,0,0,7.848366,2.2641554,1.521346,6.07834,0.6269257,0,3.0841224,0,5.2384167,0,0,0,0,1.2523307,1.9582299,0,0,0,6.258307,8.510584,1.6344177,0,0,0,0,0,0,2.5498383,0,0.26929605,0,1.9085375,0,0,1.1046145,1.7010105,4.6000395,0,0.023049897,0,0,0,0,0,3.8961263,0,2.3005893,0,0,0,6.286055,0.24669091,0,7.34043,3.6452115,1.7029104,0,0,4.577646,0,0,0,0.028842185,1.7959193,0,0.12179992,3.2156386,0,0,4.466051
zv1za6z-01,0,0,0,0,2.5138872,2.2366812,1.3671094,0.28365016,0,1.433654,0,0,2.366925,0,2.7931783,0,0,0,0.8329728,0,1.2666723,0.13733816,2.6017766,1.8440331,0,0.29445082,0,0,0,0,0,5.2792454,0,0.9558718,3.649086,0,0,0.6131785,1.2886244,0.7224768,2.014441,1.9132761,0,3.117286,1.3288791,0,3.2198136,0,0,0,0.17690912,0,0,0,0.9428764,0,0,0.47593883,1.7246748,3.0423088,2.699776,0,0,2.260547,0,2.964641,0.9963089,1.4380633,0,0,0,0,0,3.2786899,0.2445705,4.0071135,0,0,1.3442211,0,0,0.23321185,0,3.3225498,1.3859317,0,0,2.5456061,0,1.6110241,2.9368513,0,0,1.6408564,3.1715932,1.0258733,0,1.0131919,1.1789745,2.2253587,1.3801153,2.8216617,1.5026042,0,0,1.5232527,1.6777031,0,0,1.1770301
zv1za6z-05,0,0,0,0,3.345613,3.6639037,3.9344707,0,0,4.0511823,1.9441462,0,0.8971987,0,3.6049047,0,0,1.5800178,0.16726331,1.1060839,2.7005157,1.4614834,1.9661452,2.2284758,0,0,0,0,0,0,3.844721,0,0,1.6895657,0.14020123,1.5248934,0.22500132,0,1.3054816,0,0,2.318693,4.692234,1.8293312,2.5893252,0,3.919285,2.1785696,2.3150647,0,0,0,0,0,1.1699809,0,0,0,6.2623096,0,3.2642303,0,0,0,0.8287715,2.6475537,0,0,0,1.4766468,0,0,0,0.039202984,1.0350401,2.119246,1.4536902,0,0.22952366,0,0,2.3278575,0,0,2.1085918,0,1.3414632,0,2.5423443,2.7257023,0,0.5160287,0,1.1145012,5.021181,2.2602594,0,0,5.674453,3.7489405,0,4.8686976,0.59219694,0.6492955,0,3.6237504,0.7385365,0,0,5.8309135
zvbqy1n-01,0,0,2.585129,0,0,3.2605584,0.26556566,0,0.42914248,1.0173911,0,0,2.1939468,0,2.7764041,0,0,0,2.8580768,1.502326,3.3795304,0,2.9473267,3.7147505,0,0,0,0,0,0,0,4.4107037,0,0,0.11018129,0,1.2005535,0.7607886,1.2848603,0,3.4813216,3.2181082,3.4082062,0,3.0069573,0,0.7974594,1.0652103,1.9154185,0,0,0,0,0,0,0,0,0,0.6084234,0,0.6428485,0,0,0,3.4370184,0,1.2470784,0,0,4.044231,2.6948836,0,0,0.66020405,0,1.3528198,0,3.7710934,0,0,0,0,0,2.4375713,0,0,0.56860644,2.451916,0,1.5629742,1.8726656,2.7909634,0,4.2325983,0,2.863146,0,0,1.9906257,0.29917055,0,1.3088349,2.1627574,2.943803,0,1.4178846,0,1.6135056,1.1161964,0
zvbqy1n-02,0,0,0,0,0.19065404,3.0274737,0.036045406,0,0,0.7323599,0,0,2.0908604,0,0.22876084,0,0,0,3.6969697,0.44144908,2.3663938,0,2.4613461,3.9063237,0,0,0,0,0,0,0,3.938154,0,0,0,1.1403406,0,1.4253874,1.0692579,0,2.4870098,1.8125706,3.715793,0,1.7569964,0,3.7986846,1.8630784,2.0996494,0,0,0,0,0,2.1462371,0,0,0,2.3033607,1.1987349,0,0,0,0,1.5792924,0,0,1.4703784,0,3.035035,0,0,0,1.6686689,0,1.8997759,0,2.8951526,1.1676463,0,0,0.474661,0,1.7875546,0,0,0,2.3074362,0,0.5517656,2.8219447,0.31498998,0,4.338499,0.24000843,6.35703,0,0,4.3560805,1.7297018,0,2.7702434,1.8313725,1.7376279,0,2.9040964,1.2328607,0,0,2.1877909
zvbqy1n-03,0,0,0,0,0,0,0,0,4.8819013,0,0,0,3.946583,0,0,0,0,2.0677478,2.68955,1.6054763,0.4196973,2.1127234,1.4408635,3.587396,0,0.2089335,0,0,0,0,0,3.9295375,1.9464862,0,2.6229496,0,2.1575656,1.9914558,2.9597929,0,0.5769481,2.4913254,3.592674,0,2.971088,0,1.307871,3.004504,0.9712991,0,0,0,0,0,0,0.19241646,0,0,1.4668454,0,0.6871243,0,0,0,4.47737,0,2.5439806,0,0,2.8310285,0,0,0,2.8340013,0,1.9746654,0.6022089,3.3973298,0.29662699,0,0,0,0,2.8327188,0,0,0,1.9944849,0,0,3.7290637,0,0,1.7732279,0,4.334814,0,0,2.5602126,1.340647,0,1.7350062,1.6934531,0,0,3.9697847,0,0,0,2.4244013
zvbqy1n-04,0,0,0,0,0,1.8482107,0,0,0,1.5335864,2.3467011,0,0,0,2.6883261,0,0,2.0471048,3.587585,4.142253,4.340734,0,1.9723653,4.0823984,0,0,0,2.4989145,0.83328027,0,2.946899,1.2850797,0.70216954,3.0681677,0,2.6540666,2.1427078,2.7129278,2.3336544,0,3.5267673,8.137199,0.088906616,0.75658584,2.436084,0,0.39135686,2.2513232,2.879064,0,0,0,0,0,0,0,0,0,1.8617868,0,1.1703441,0,0,0,5.187246,3.779349,2.3542695,0,0,4.034535,2.0307891,0,0,0,0,0,0.93206036,2.1105065,2.018489,0,0,0,0,0.13760218,0,0,0.7796055,0.9582974,1.1752524,3.1200812,0,1.2733554,0,2.1817274,2.358778,0.7031317,0,0,0,0.25737923,0,0,4.71976,0.9256594,5.1151757,3.1665573,1.4401565,0,3.2467172,4.548239
zvbqy1n-07,0,0,0,0,0,0,1.5733079,0,5.9976673,0.005140852,0,0,4.200546,0,2.6774013,0,0,0.35681885,0.579714,2.4751813,0,2.303735,0,2.9369152,0,1.5178357,2.0734801,0,0,0,0.86635554,2.0596313,0.12673709,0,2.141943,0,0.8452288,0,2.0080872,0,0.10476703,0.093475804,4.80692,0,2.3453097,0,0.03247906,0,0.95612067,0,0,0,0,1.5042328,0,2.2777412,0,0,3.5684803,2.7136319,0,0,0,0.116127476,3.6559756,0,0.7605244,0.8966403,0,3.1259198,0,1.213451,0,1.5009166,0,0,0,0,1.6564425,0.21946868,0,0,0,0,0.81331855,0,0,1.0889069,0,0,5.892498,1.3952674,0.052271232,2.8352637,1.4558283,4.110252,0,0,0.5605504,0.30270094,0,1.6903298,0.31105983,0.9656996,0,0,0,0.3481297,0,1.943158
zvbqy1n-1011,0,0,0,0,1.8687665,4.1306624,1.1189647,0,0,0.9348371,0.5660882,0,0.76992273,0,1.2347075,0,0,0.62935364,3.4584255,0,2.0038726,0.8493928,3.1056068,3.2677937,0,0,0,0,0,0,1.0875753,1.6443816,0,0.6610533,2.0981064,0,2.530865,0.9096661,2.1469743,0,6.270736,2.029259,1.1857022,0,2.721243,0,1.889773,1.3300898,2.169789,0,0.77821094,0,0,0,3.1214235,0,0,0,7.1974626,1.5107161,2.8315637,0,0,2.7222807,0,1.9819593,2.5057573,1.4051054,0,0.87816525,0,0.5303471,0,2.4213,0,2.8018115,0,0,2.315951,0,0,0.89605665,0,1.6312639,1.5234604,0,0,1.2326119,0,1.9314644,0.18088102,0,0,1.7018814,1.442719,2.908045,0,0.49508166,2.8315735,0.5657443,0,6.033797,3.6822383,0.26524353,0,3.8068612,0,0,0.53182846,0.8787271
zvbqy1n-1012,0,0,0,0,1.6871258,1.6865735,1.7429212,0.91558886,0,0,0,0,0.6495439,2.278487,3.087007,0,0,2.6305788,0.82675534,0,3.3335004,1.3064982,3.9613962,0,0,1.1297631,0,0,0,0,0.8647719,2.2157552,0,0,2.6161618,2.1634247,0,1.4389536,0.20177901,0,1.0957278,3.2161603,2.2118924,1.1603268,2.1470647,0,0,2.1064672,2.8010445,0,1.1527463,0,0,0.9487916,0,0,0,0,0.61209,0,0,0,0.55191076,0,1.5440755,1.0171952,2.0818913,0,0,0,0,0,0,1.7169614,1.1688889,2.70881,1.5413513,0,0,0,0,0.085096106,0,2.060521,0,0,0.7170456,0,1.5360074,1.1135416,1.1479928,0,0,3.0079482,0,2.5088968,0,0,1.3935306,0.5780598,0,0.8282957,0.99614084,1.0559021,0,1.2160578,0,0,0,2.145882
zvbqy1n-1014,0,0,0,0,0,7.973142,0,0.6800511,0,0,0,0,0,1.4651282,6.413043,0,0,5.10027,0,3.7968204,6.9248376,0,3.2276676,8.169297,0,0,0,0,0,0,4.548109,2.1405106,0,2.2388165,0.34992877,2.7584267,1.605106,0.7888722,5.4138813,0,3.2326674,0.6464311,2.925535,0,4.653612,0,5.293016,0.10874847,6.9874997,0,0,0,0,0,1.8232933,0,0,0,6.9500427,4.584764,0,0,0,0,2.553155,0.1513043,0,1.6136334,0,5.1904626,0,2.5126014,0,2.4907353,0.95258117,3.2136855,0,1.3802356,2.2901244,0,0,2.0965617,0,2.7676067,1.2726213,0,0,2.4679415,0,6.312389,4.777678,0,0,7.6306853,5.0100183,11.624506,0,0,5.1520104,5.0321965,0,1.0416577,1.7438891,1.671686,0.25201055,6.5613112,2.8590941,0,0,3.9459782
zvbqy1n-1015,0,0,0,0,0,4.510647,2.2784197,0,0,0,0.74327374,0,0,0.8938145,2.7132537,0,0,0.95236063,3.756505,1.9245201,4.494374,0,3.8926728,4.8357277,0,0,0,0,0,0,0,1.7714821,0.36709237,0,0,0,6.8536887,3.89876,3.828006,0,9.621428,6.2494464,0,0,1.3170081,0,1.8580436,0,4.671429,0,1.0005438,0,0,0,0,0,0,0,7.576044,0.77317023,0.15666465,0,0,0,1.1681951,2.141343,3.6554823,0,0,3.0724483,0,1.7704489,0,0,0,2.5434415,0,2.344665,4.0999217,0,0,0,0,3.9175503,0,0,0,0,0,4.652087,0,0,0,1.6198246,0,2.4212675,0,0,2.6123643,2.7362084,0,4.154946,6.8019214,0,0,3.4193485,1.3853863,0,4.3002005,1.1537185
zvbqy1n-1021,0,0,0,0,0,0,3.0113924,0,4.9222126,0,0,0,1.7827607,0,2.9162643,0,0,0,0.67811316,1.5907545,0,2.185889,2.3245535,6.688995,0,0,1.0631721,0,0,0,2.653626,0.21344617,0,0,0,0.521469,1.7851565,0,4.5196395,0,0,1.8179753,8.065909,0,0,0,3.365586,2.7140536,0,0,0,0,0,0,0,0,0,0,7.812115,3.4200203,0,0,0,0,1.8707964,1.351018,0,0,0,4.2821317,0,3.185315,0,0,0,0.002169699,0,0,2.2919579,0,0,0.4897283,0,1.440999,0,0,0,0,0,0,4.955106,0,0,4.61383,5.894687,7.972285,0,0,3.6038969,3.6810193,0,3.7083223,0,0.9432727,0,4.44018,0.068380475,0,0,4.3552084
zvbqy1n-1022,0,0,0,0,0,0.24487992,1.997923,0,6.0984244,0,0,0,3.077627,0,0.40620804,0,0,0.068708405,1.1404216,0.26890787,0,2.5781064,2.6580753,5.9877257,0,0,0.9146932,0,0,0,2.587635,1.7760754,0,0.18167914,1.1374452,0.32570264,0.9315507,0,3.6149275,0,1.8435117,0.675921,5.2779226,0.77196884,1.9226454,0,1.9775271,1.0038824,0,0,0,0,0,0,1.572104,0.96295935,0,0,7.227031,5.020715,0.24887282,0,0,0.9267544,1.4911917,2.0427918,0,0,0,4.258092,0,1.1689376,0,1.2308525,0,0.7905323,0,0.259829,2.836936,0,0,0,0,1.246063,1.0928719,0,0,1.829302,0,0,4.867037,0,0,3.245207,3.1261754,6.367487,0,0,3.5415313,2.2770057,0,4.835492,0.597208,1.2719618,0,1.9986534,0,0,0,3.7174337
