samples,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
csm9x1zo,0,0.33102816,0.339365,0,0.43303752,0,0.18300329,0.043789394,0.13320965,0,0.0313208,0.02763196,0,0,0.21679838,0,0,0,0.1220413,0,0,0,0.228662,0,0,0,0.39863178,0,0,0.098203704,0.024720114,0,0.09211527,0.101622805,0,0.5510393,0,0,0,0.074217394,0,0,0.044250995,0.1680912,0.284078,0.015041133,0,0,0.046260796,0,0,0.10720306,0.28278247,0.2217603,0,0.38234234,0,0.07763881,0,0.350391,0.49896562,0.278325,0,0,0.3457408,0,0,0.11850754,0.50470966,0,0.51550514,0,0.31965423,0,0.2610776,0,0,0,0,0,0.05892864,0.0965303,0.31618357,0.3969559,0.3771479,0.36415175,0,0.17478146,0.13644262,0.1442556,0,0,0,0.5606616,0.16866797,0.1826166,0,0,0,0,0,0,0.28264916,0.61676824,0,0.050211303,0.006450385,0.002048133,0,0.31662872
csm5mctz,0,0,1.3499486,0,0,0.4949475,0,0,0,0,1.5209382,0.000702709,0,2.3193538,0,0.48649922,0,0,1.4239659,0.49952498,0,0.4696125,0,0,0,0,0.48894265,1.2097187,0.004855315,0,0,0,0.075329036,0.7019144,0.78274065,0.08454935,1.598201,0,1.6722642,0,0,0.62917787,0.10981523,0.07498254,0,0,0,0,0,0.39306232,1.0206157,1.4836389,0,0,0.5663864,1.5799692,0.18549787,0,0,0,0,0,1.0169951,0.2748026,0,0,0,1.3796121,0,0,0,0,0.12669894,0,1.6271476,0.32382733,0.7644361,0,0,0,0,1.5404162,1.0736197,0.16025183,0.41359702,0.21922386,0,0,0.6417296,0.72407216,0.85461485,0,0,0,0,0,0,1.3112086,0,0,0.30156732,0.9487044,0,0,0,0,1.448457,1.0365131,0.046231788,0.14993736
hsma33ll,0,0.23532137,0.7381525,0,0,0,0.83524746,0,0.39795837,0,0,0.49943033,0,0,1.0330054,0,0,0.36990863,0,0,0,0.31350628,0.085237205,0,0.020160183,0.664,0,0,0.57978874,0.2360971,0.38508505,0,0.4690797,0,0,0.24203348,0,0.0805334,0.10837521,0.6141978,0.45740703,0.3891828,0.25136542,0.11819014,0.07385264,0.15496315,0,0,0,0.2081427,0,0,0.9708283,0.67320126,0,0,0,0.40057284,0,0.4701962,0,0,0,0.045301322,0.13741313,0,0.07222003,0,0.3600546,0.3746382,0.912559,0.1432902,0.057626948,0,0,0,0,0.279419,0.3551784,0.25183126,0.08636559,0,0,0,0.2870222,0.13787974,0.0586053,0.40235373,0.22404659,1.3380142,0,0.26195005,0,0.11759073,0.338601,0.763111,0.37934113,0,0.51025337,0.31377128,0.559955,0,0.6094376,0,0,0,0,0.3829696,0,0.38477874
csm7koq7,0,0.5514572,0,0,0,2.0640872,0,0.42678434,0.6879683,0,1.2353277,0,0,0,0.5667543,0,0,0.4014931,0.9801907,0.36940148,0,0,0.3414864,1.905835,0,0,0.07731113,0.056541905,0.8341629,0.84300435,0,1.1278813,0,0,1.4328425,0,0,0,0,0.2203505,1.5571375,1.641489,0,2.8938787,1.332858,0,0,0,0,0,0,2.5453706,0.7687086,0,0.43298835,1.7885358,0,0.5934902,0.19748516,0.68322045,0.19340871,0,0,0,0.116653726,0.80851436,1.4417758,1.2985384,0,0.09514817,0,0,0.828359,0,1.6956033,0,0,0,0,0,0,0.11757534,0,0.73882335,0.4566407,0,0,0.26439357,1.6516179,0.53039694,0,0,0,0.89914656,0,1.270519,0.12535325,0,0,0,0.27746063,0,0.9214355,1.0436287,0,0,1.2715464,0,0,0
csm9x21n,0,0.12760255,0.3699128,0,0.33605626,0.14926286,0.77552533,0.3096747,0.30002427,0,0.24578619,0.24716279,0.31983685,0.013827592,0.3526622,0,0,0,0.13096231,0,0,0.05784897,0,0.75618374,0,0.035818137,0.2602918,0,0,0,0.106115766,0,0.011394054,0.433858,0.4728764,0.37042248,0.0699416,0,0.06396373,0.09967722,0,0.48129642,0,0.5507966,0.20551176,0.09530359,0,0,0,0,0,0.77986276,0.1630165,0.28866437,0.18437509,0.31854174,0,0,0,0,0.5186379,0.4644795,0.15262339,0,0,0,0,0.5074256,0,0,0.33785582,0,0,0,0.3905861,0.35026327,0,0,0.020202078,0,0.010585506,0.11607244,0,0.17343456,0.46044257,0.63078856,0,0.3554025,0.011767424,0.10175663,0,0,0,0.5113655,0,0,0,0,0,0.16375327,0,0,0.3948479,0.2792385,0,0,0.32363397,0,0.5479562,0.12671646
csm67ufv,0,0.29641607,1.3005872,0,0.9850985,0.5427375,0.47460562,0,0,0,0.008978277,0,0,0.115848914,0.09517059,0,0,0.019503746,0.17302206,0,0,0.17732514,0,0,0,0,0.82252246,0,0.10978033,0,0,0,0.37390494,0,0.6396623,0.31316832,0,0,0.29160824,0,0.33064038,0,0.068047196,0.50493425,0,0,0,0,0,0,0.064936265,0.9374817,0.02912891,1.0105176,0,1.3882344,0,0,0,0,0.41815144,0.69490415,0.17327756,0,0.84231263,0,0,0.13771719,0.6375452,0,0,0,0.25464725,0,0.7008216,0,0,0,0,0,0.2769573,1.2699577,1.3769294,0.33486438,1.1902701,0.80613506,0,0.24256796,0,0,0,0,0,0.5083808,0.20243913,0.18802172,0,0,0,0.07387607,0.02951879,0,0.25434524,0.6427699,0,0,1.7805905,0.3205985,0.23221698,0
msm9vzki,0,0.28798717,0.4471413,0,0.06735762,0.20014627,0.011500116,0,0.36704248,0,0.1216909,0.54500216,0,0,0.1896407,0,0,0,0.74456996,0,0,0,0.18471235,0.22406946,0,0.1837957,0.64179546,0,0,0.6431885,0.10276617,0,0.4428035,0,0.5104102,0.5831832,0.112321414,0,0.2856994,0.5297753,0,0.6482598,0,0.18095887,0.13664602,0,0,0,0,0,0,0,0.52421093,0.40539998,0.29819924,0.38887522,0,0.23711541,0,0.97365856,0.1625165,0.31588984,0.27127934,0,0,0,0,0.23005334,0.44158188,0,0.018933766,0,0.38793454,0,0.8257048,0,0,0,0.08770684,0,0.28325823,0.41920725,0.18184778,0.3378656,0.2137224,0.36085248,0,0,0.033694226,0,0.3946308,0,0,0.8091983,0,0.21125951,0,0.036395367,0,0,0,0,0.24520837,0.72778416,0,0.1488406,0.15819484,0,0.19218002,0.19329338
hsm5md73,0.69842064,0,0.73424536,0.30025843,0.07969071,0,0.004635081,0.1986188,0.3843886,0,0,0.89822686,0.044362642,0.91248965,0.8265661,0.27001384,0,0,0.29810143,1.039651,0.018407974,0.30323362,1.0461781,0,0,0,0.03801035,0.11187268,0.042375084,0.68556595,0.94708276,0.12206033,0.07158235,0,0,0.6971644,0.9737587,0,0.22553864,0.7871779,0,0.124908045,0.56996495,0.21370247,0,0.7806282,0,0,0,0.30752653,0,0,0,0.534032,0,0,0,0,0,0,0,0.55782443,0,0.02964295,0,0,0.333731,0,0,0.47193378,0.39611882,0,0.23405737,0,0,1.0649399,0.30136043,0,0.14158837,0.83965194,0,0,0,0,0.26197112,0.78929365,0,0,0,0.7304603,0.6818908,0.3433308,0.3429544,0,0.053813897,0.55552995,0.24453965,0.5252279,1.1836749,0.6129657,0.08022243,0.5861494,0.5074835,0,0,0,0,0.40242717,0.027567185,0.70235276
msm6j2j5,0,0.35114068,0.80110866,0,0,0,0.784782,0,0,0,0,1.1216716,0,0.47813818,0.42517716,0,0,0.9038231,0.24251902,0.27174997,0,0.22254738,0,0.11754057,0,0.288284,0.2708801,0,0.04835578,0.46400145,0,0,0.36813253,0.08105303,0,0,0,0,0,0.094824776,0.60616064,1.0276635,0.2209371,0.83926845,0.20711066,0,0,0,0,0,0,0.16184032,0.5535096,0.7482632,0,0.5774456,0,0.36777368,0,0.6222865,0.85632896,0.5674893,0.10045902,0.10870285,0.084230945,0,0,0,0.66751873,0.064464115,1.0975875,0,0.584115,0,0.4002707,0,0,0,0.033261806,0,0.26389003,0.025393518,0.80651987,0.13295387,1.3461803,0.4436909,0,0.3784451,0,0.9438011,0,0,0,0.5077452,0,0,0,0,0.06275826,0,0.3209914,0,0.35909608,0,0,0.5510248,0.20906624,0.48316482,0,0.12905516
csm79hpq,0.3180927,0.48638907,0.40088907,0,0.35396522,0,0,0,0.6047857,0,0,0.09024084,0.15292034,0,0.36662403,0,0,0,0,0,0,0.39402127,0,0,0,0.1905916,0.07358682,0.058444157,0.6045264,0,0.34235647,1.2501372,0.120127425,0.015407644,0.12870398,0.7985315,0,0,0.31522787,0.13187236,0,0.23847288,0,0.40460297,0,0.21529765,0,0,0.19956866,0.011326574,0.030360572,0.3437845,0.18254381,0.60907644,0.17077823,0.26477408,0,0.06769238,0,0,0,0.10482689,0,0,0.68645906,0,0,0.34339708,0.32991394,0,0.21031861,0.06359321,0,0,0.10607374,0,0,0.4921493,0.26822183,0,0,0,0.1476797,0.00116688,0.04671241,0.064969316,0,0.17643256,0.33007506,0.23180652,0.17694102,0,0.06879532,0,0.04251302,0.04857889,0.06241831,0,0,0,1.0038785,0,0.17843166,0.1498321,0,0.12330421,0.048664868,0.38973567,0.00478763,0.35589656
msm5lle9,0.12985867,0.1721827,0.42828962,0,1.2847215,0,0,0.11784531,0.22773314,0.9032402,0,0.48925868,0.15250872,0,0.32463536,0,0,0,0,0,0.1827682,0.30340195,0,0.25537333,0,0.50937104,0.27444127,0.32866237,0,0,0,0,0.18581149,0.18445127,0.43771613,0.49028283,0,0.13716505,0.6165339,0,0.65816987,0.76131606,0.16187784,0.29658386,0.6457899,0.076306745,0,0,0,0.2045674,0.28957504,0,0,0,0.16428708,0.24758692,0,0,0,0,0,0,0,0,0,0.07812247,0.036412314,0.13522938,0,0,0,0.428917,0.3070455,0.19654931,0,0,0.030305263,0.46014482,0,0.27756348,0,0,0,0,0,0,0,0.8088412,0.1908085,0.16584949,0,0,0.19693327,0.33491972,0.046353977,0.17635193,0.009054862,0,0,1.1171451,0.5298201,0.25103006,0,0,0.5349674,0.6620619,0,0.17809825,0,0.23472062
msm5llim,0,0.23101303,0.46190527,0,0.425437,0.21664937,0.35060927,0.04833196,0.18944186,0,0.14621353,0.3662304,0.18621598,0,0.26847428,0,0,0,0.16396041,0,0,0,0.01694592,0.21389388,0,0,0.40781298,0,0.14587438,0.13064185,0.2945837,0,0,0.10542524,0.5902741,0.5041644,0.20494059,0,0.41085336,0.0733607,0,0.39033467,0,0.54791796,0,0.16596612,0,0,0,0.11119777,0,0,0,0.6626363,0.006035289,0.5934034,0,0,0,0.40261644,0.096138835,0.11682885,0.18530083,0,0,0,0,0.49950245,0.36159784,0,0.13655385,0.52075106,0.09881213,0,0.34002188,0.23542702,0,0,0,0,0.1489076,0.44236758,0.26998347,0.38686764,0.13164146,0.92276776,0,0.1606407,0.3185365,0,0,0,0,0.70932406,0,0,0,0,0,0,0,0,0.3914332,0.54419816,0,0.16652524,0.37063605,0,0.32144973,0.27891496
msm9vzln,0,1.083187,0,0.28891647,0,0.44317627,0,0,0.48052445,0,0,0.5667716,0,0,0.12114102,0,0,0.3821912,0,0,0,0,0,0,2.2627301,0,0,0,1.3777015,0.12740526,0.50723547,0,0,0,0,0.5212387,0.9277788,1.1249638,0,0,0,0.38409036,0,1.0151527,0,0,0,0.47411633,0,0,0,0,0,0,0.013695046,1.5295802,1.1959835,0,1.4588932,0,0,0.38271466,1.1682478,0,0.0706293,0,0,1.2119374,1.3058429,0.7002522,0,1.7073581,1.0353844,0,1.8006808,0,0,0,0.7626195,0,2.2593896,0.98065406,0.762295,0,0.28945518,0,0,1.5338876,0.8668312,0,0,0.8492164,0,0.93509036,0,0,0,0,0.8634765,0,0,0,1.1130178,0.14974052,0,1.2418284,0,0,1.2094276,0
esm9iep1,0,0.8287918,1.1509908,0,0,0,0,0,0.40881342,0,0,1.3116368,0,0.07477247,0.3088317,0,0,1.3395151,0,0.16414967,0,0.38083357,0,0,0,0.50991464,0.20323563,0,1.2896786,0.89701617,0.26584285,1.8160253,0.81453496,0,0,0.25530624,0.018989459,0,0,0.2207009,0.025600761,0.36448961,0,0.48509791,1.1825494,0,0,0,0,0,0,0,0.6817212,0.91176194,0,1.6378783,0,0.24265286,0.8349522,0,0.3968845,0.8038437,0,0,0.49934343,0,0,0,1.559817,0.72682357,0.38983,0,0,0,0.13977095,0,0.08013588,0.078518726,0,0,0.10714414,0,0.113399416,0,1.4446208,0.6076683,0,0,0,0,0,0,0,0,0,0.25924444,0,0,0.004431749,0,1.6644621,0,0.036124967,0,0,0,0,0.8164693,0,0.22630534
psm7j17z,0,0.6763258,0.97493404,0,1.1492015,0,0,0,0.097974405,0,0,0.5703353,0.59424376,0,0.6716572,0,0,0,0,0,0.006116968,0.7953936,0,0.30170476,0,1.3563132,0.5416978,0,0,0,0,0,0.85747904,0,0.34985238,0.38475493,0,0,0.44889495,0,1.2374531,1.1056867,1.5681703,0,0.707582,0,0,0,0,0,0,0.3614325,0.09255358,0.314736,0.49660176,0.41868278,0,0,0,0,0,0.004164609,0.067200385,0,0.11316243,0,0.0985284,0.3944713,0,0,0,0,0.9073496,0,0,0,0,0.90464395,0,0.045271896,0,0.17731512,0,0.11836125,0.002166319,0,0,1.3219584,0,0.1388349,0,0,0,0.17817822,0,0.18647152,0,0,0,1.1961161,0.9741244,0,0,0,0.06556071,0.6005173,0.2894149,0.23971894,0,0
msmapc7r,0.27879298,0,0.3098432,0,0.45467943,0.16575418,0,0.22753906,0.43020838,0.19679458,0,0.2944284,0.17263637,0,0.0497064,0,0.14459388,0,0.23639533,0,0.06704737,0,0.4771108,0.048418492,0,0.19479679,0.62586945,0,0.017313939,0.32480523,0.29429322,0,0.12758473,0.07522496,0.526835,0.4971334,0.23089753,0.09479034,0.6163263,0.6023313,0,0.686594,0,0.1832539,0.014850859,0.32911307,0,0,0.10119654,0.15259442,0,0,0,0.7911857,0.30928224,0.73276734,0,0,0,0.2982183,0.2639837,0,0,0,0,0,0.03349614,0.13563997,0.20531076,0,0.49026328,0.81171215,0.40279454,0,0,0.5139647,0,0,0.03710378,0.18864688,0,0,0,0.32920903,0,0.7676108,0,0.006570293,0.2178575,0,0.059632517,0,0.13518336,0.4602531,0.19139752,0.3231008,0.148566,0,0,0,0,0,0.19522168,0.43304375,0,0,0.11494589,0,0.31989825,0.31216463
csm7kosx,0,0.74772626,0,0,0,0.62883925,0,0,1.2694162,0,0,0,0,0.46654847,0.21866195,0,0,0,0.53717244,0,0,0,0.008866064,0,0,0,0.043900892,0.19284931,1.2082413,0,0,0,0.71671164,0,0,0.18971035,0.41493684,0,0,0,0,0.5223042,0,1.249926,0,0,0,0,0.03276646,0,0,0,0.7961353,0.44059974,0,0.69000685,0,0,1.1162822,0.34827483,0,0.33424655,0.40013662,0,0.53461933,0,0,0.18517438,0.9455849,0.3724145,1.7821167,0.27642938,0.54313296,0,1.8430344,0,0,0,0,0,1.0367962,0,0.5005701,0,1.5763267,0.3277983,0,0.3031732,0,0.20632651,0,0,0,0.32748026,0.27577835,0.4329853,0.98045963,0,0.035215363,0,0.060473755,0,1.1570525,0,0,0,0.33625636,0.073498264,0,0.37441188
hsm6xrvw,0.5307418,0,0,0.22647348,0,0.112013,0,0,0,0,0,0.8416149,0.64362186,0,0,0,0.79500806,0,0,0,0,0.3986932,0.074855104,0,0,0,0,0.6519769,0,0,0,0,0,0.8656311,0.78289986,1.1432755,0.43278694,1.0398787,1.5784824,0,0.53168917,0,0,0,0,0,0.3651265,0,0,0.2967625,1.2593753,0,0,0,1.1649004,0,0.23194425,0,0,0,0,0,0.2403909,0.094829306,0,1.2983893,0,1.2024797,0,0,0.07796641,2.3052175,0.8994932,0.80731434,0,0.39415047,0,0,1.8125865,0,0,0.4067998,0.18459381,0.74101704,0,0,0.04367043,0.35747942,0.15902795,0,0,0,0,0.20078593,0,0,0,0.036546182,0,0,0,1.0477978,0,1.3261137,1.0871372,1.8482245,0,0.277184,0.79532343,0
hsm5md6o,0.018079162,0.28733397,0.28323415,0,0.25483787,0,0.1866451,0.18245038,0.31382278,0,0.16479069,0.05892555,0.022492945,0,0.27488235,0,0.03168752,0,0,0,0,0,0.11832129,0.15834336,0,0.037953403,0.248116,0,0.06328352,0.09847036,0.27949983,0,0.076209396,0.021052804,0.10772255,0.5858893,0,0,0.05262684,0.16657981,0,0.1002886,0.07889603,0.16910617,0.21260242,0.17212702,0,0,0.19309615,0,0,0.193091,0.23435798,0.27932438,0.1332879,0.3940178,0,0.11602402,0,0.21926765,0.38076368,0.19023265,0,0,0.0803466,0.07898796,0,0.21719757,0.29735678,0,0.26406664,0.14562595,0.22525612,0,0.23656005,0,0,0,0.15234084,0.025344187,0.035261653,0.058745928,0.02432396,0.14770502,0.11611281,0.34096304,0,0.1921351,0.06673405,0.10997581,0.039997056,0,0,0.2725196,0.015722644,0.11269316,0.08551016,0,0,0,0,0,0.30222386,0.5132011,0,0,0,0,0.31019524,0.15975901
psm7j18k,0.21603473,0,0.113881566,0,0.43062493,0,0.027274435,0,0,0.16550726,0.4368533,1.1352578,0.3715203,0.47400752,0,0.39314267,0,0,0.84495604,0,0,1.4445907,0.5018548,0.4123005,0,0,1.1934202,0.4438726,0,1.1462469,0.5135562,0,0.087910786,0.49447608,1.0484662,0.001173891,0.27839303,0,1.0915414,0.6373536,0,0.087127976,0.2688505,0.54296994,0.5935521,0,0,0.026655897,0,0.023026826,0,0,0,0.4000539,0.6001584,0.34772766,0,0,0,0,0,0.28248823,0,0,0,0.13738905,0.10874255,0,0,0,0,0,0.04304994,0,0,1.0353558,0.24790926,0,0.5500159,0,0,0,0,0.6969239,0.19415808,0.5898129,0.5051995,0,0.4760263,0.17172638,0.14880422,0,0,0,0,0.003087807,0,0.28210738,0,0.123576425,0,0.40422824,0,0,0,0.13597953,0.3045653,0,0.15454033,0
hsm7j4ha,0.10764225,0.56549484,0.5137592,0,0.44553244,0,0.19122805,0.047794856,0.3567573,0,0.15271917,0.45241696,0.14087117,0,0.49414703,0,0,0,0,0,0.035147782,0.24284562,0,0,0,0.06995028,0,0,0.7397795,0.13302357,0.4694967,0.4791348,0,0,0.10729927,0.4302953,0.17410046,0,0.07784475,0.17260869,0,0.08290228,0.14465284,0.35973477,0,0.17210507,0,0,0,0.003708631,0,0,0.016451634,0.5571947,0.1292046,0.54750603,0,0.022559922,0,0.29751366,0.15190452,0.053542197,0,0,0.24853292,0,0,0.3535195,0.31421152,0,0.3437562,0.37688485,0.43164766,0,0.25581017,0,0.014897825,0,0.29132527,0,0.1766828,0.27178016,0.675954,0.16226394,0.18815067,0.2735119,0,0.22085106,0.48918745,0.051790237,0,0,0,0,0,0,0,0,0.018753296,0,0.56619334,0.036350776,0.43666628,0.25130272,0,0.2705989,0,0.08322613,0.014126454,0.12335632
csm9x233,0,0.13948695,0,0,0,1.3709592,0,0.5367276,0.23036397,0,0.76240844,0,1.7550869,0.35247177,0,0.30814528,0,0,0,0,0,0,0,0.124758855,0.75608677,0.10514878,0.78266835,0.035000328,0,0,0,0,0.44386956,0.36432245,0.34047392,0.80385953,0.14382558,0.5392183,0.120660946,0,0,0.74573094,1.4716009,0,0.09097454,0,0,0,0,0.028399142,0,1.9610142,0,0,1.1011357,1.4574261,0.21834707,0,0,0,0,0.22474755,0.8040613,0,0,1.3110117,0.28608632,1.6843909,0,0,0,0,0.5904175,0,0.055814188,0.6276175,0,0.4733492,0.22255608,0,0,0.6143029,0,0.16130078,0,0,0,1.204231,0,0,0.31349498,0,0,1.3534843,0,0,0,0,0,0,0,0,0.15629886,1.4528304,0,0.03797587,0,0,2.1799383,0
csm5mcy4,0.19291914,0.15416521,0,0,0,0,0,0.09641429,1.0826718,0,0,0,0,0,0.61139107,0,0,0,0.39136034,0,0,0,0.4984001,0,0,0.10534649,0.007023874,0.01159098,0.2224392,0.003889412,0,0,0.31283545,0,0,0.8477165,0.014158547,0,0,0.13295627,0,0.5082851,0,0.13498424,0.28010154,0,0,0,0.33163753,0.20147657,0,0,0.5549408,0.17526211,0,0.5033977,0,0.2097761,0.09623632,0.2650897,0,0.25279677,0.24795282,0,0,0,0,0.21774071,0.47064137,0.001378865,0.29782218,0.18207939,0.120369494,0,0.75201154,0,0,0.08584368,0,0,0.08587707,0,0,0,0.28745794,0.3195884,0,0.30735728,0,0.17765576,0,0,0,0.09676216,0.07072348,0.4506768,0.35256088,0,0,0,0.014812872,0,0.3155876,0,0,0,0,0.21150497,0,0.5111925
csm67uai,0.09327866,0.40247908,0.039397106,0.52273566,1.1387945,0,0,0.6217453,0.9801716,0.4833068,0.051042166,0.35200715,0.07381682,0,0.16951492,0,0,0,0,0,0.36293828,0,0,0,0,0.70505226,0,0.8877613,0.1038879,0,0.338208,0,0,0.14119446,0,0.43595174,0,0.6950903,0.34420118,0,0.1383636,0.3340714,0.036551107,0.2922338,0.20450318,0.073574394,0,0,0,0.35513622,0.35825783,0,0,0,0.032059945,0.088554636,0,0,0,0,0,0,0,0,0.19129008,0.56245637,0,0.57748866,0,0,0.3198769,1.2124684,0.1088648,0.5187469,0,0,0.21747047,0.9323049,0.3232476,0.17634639,0,0,0,0,0,0,0,0.9509165,0.35264623,0.26060018,0.02467655,0,0.8156316,0,0.09932952,0,0.33253962,0,0.29218087,0.9905947,0.61323714,0.29321116,0.18650448,0.003019206,0.503153,1.0320967,0,0.47343013,0,0.36926475
hsm6xrt4,0,0.14043246,0.04445226,0,0.18315586,0.054244593,0.17823395,0.30833814,0.5268318,0,0,0.29973274,0.25195175,0,0.36682108,0,0.039890997,0,0.09420873,0,0,0.28490332,0.042023495,0.44975525,0,0.20234269,0.3228648,0,0,0.2169911,0.2358912,0,0,0.21240234,0.46036223,0.7085628,0.029096782,0.12235197,0.1694982,0.17731796,0.11729279,0.57062215,0.14159635,0.556414,0.23674566,0.26912853,0,0,0,0,0,0.26763558,0.12818378,0.39258328,0.20202792,0.5715988,0,0.16396439,0,0,0,0.4297136,0.15677494,0,0,0,0.09819238,0.52222145,0.26049072,0,0.26818532,0.11163558,0.3291028,0,0.46072015,0.35275126,0,0.08105269,0.271828,0.003574545,0.036121167,0,0,0.012263209,0,0.7407193,0,0.33852157,0.25991502,0.078145936,0.122344226,0,0,0.6897576,0,0.009902284,0,0,0,0.060218606,0,0,0.19640552,0.18612374,0,0,0,0,0.61954546,0.114279576
msma26el,0.6376515,0,0,0,2.0577345,0,0,0,0,0,0,1.6132616,0.03421006,0.7227442,0,0,0,0,0,0,0,0.951947,0.18679002,0,0,0.5284725,0,1.3244119,0,0,0,0,0.3611489,0,0.17343268,0.6530997,0,0.10087259,0.41116965,0,0,0.5314322,0.5316795,0.44409004,0.8293769,0,0,0,0,0,0.8582694,0.06118288,0,0,1.0735699,0.62831885,0.31996617,0,0,0,0,0.7517707,0.124620356,0,0,0,0.6881729,0,0,0,0,0,0.38031211,0.21820462,0.364734,0.26097402,0,0.9301895,0.63751185,0,0.20766717,0,0,0,0.16278736,0,0,0.96763694,0,0.40899286,0.77414805,0,0.12996171,0.11373165,0,0.1527188,0,0.10470646,0,0.7334644,0,0.58781695,0,0,1.7795869,0.95978606,0,0.6319956,0,0
csm79hjm,0,0.030535247,0.2235586,0,0.17742606,0,0,0.49793187,0.5326862,0,0,0.40070146,0,0.054658744,0,0,0,0.48313516,0.5804056,0,0,0,0,0,0.07546602,0.25739232,0.42296523,0,0,0,0,0,0.4590936,0.3717565,0,0.35628486,0.10942337,0,0.10904027,0.47444445,0,0.30807042,0,0.52536315,0.17329751,0.016408844,0,0,0,0,0,0,0,0.8103975,0,0.17223394,0,0.16778299,0,0.26536748,0.50230795,0.055250257,0.009233415,0.25521734,0.03246555,0,0,0,0.95902246,0.002955005,0.5097432,0.30262956,0,0,0.06306584,0.21772197,0.2987082,0.025478164,0.23794176,0.22971606,0,0,0,0,0.42125753,0.9202982,0,0.41322845,0,0.2959203,0.14723301,0,0.29119065,0.37532908,0,0,0.23911063,0,0.60551226,0,0.22017957,0,0.3441086,0.102079645,0,0,0,0.13438575,0,0.72038317
msmapc6g,0,1.1698825,0.18250635,0,0,0,0,0,1.0007793,0,0,2.061087,0,0,0,0,0.21005422,0.64990866,1.2332531,0,0,0,0.13870436,0,0,1.0079145,0.03944002,0,0,0.2960927,0,0,0.7775329,0,0,0.10691123,0,0,0.012224606,0.5874853,0.23941907,0.81921905,0,0.4763715,1.0335594,0,0,0,0,0,0,0,0.4175987,0.362403,0.09926465,0.6335658,0,0.73727494,0.2049377,1.6440266,1.141623,0.01767702,0.68310297,0,0,0,0,0,1.0097955,0.9699714,0.54079854,0.7671012,0.1971296,0,0.46667114,0,0.3356319,0,0.55154854,0,0,0,0,0,0.5930596,0,0,0.49587214,0,0,0.34095764,0.10232657,0,0.4714355,0,0,0.3485015,0.042667665,0.41712913,0,0,0,0,0.21096928,0,0.12697232,0,0.27486953,0,0.1816364
hsm7j4jf,0.12172023,0.024441952,0.7141298,0.111643806,0.26686537,0,0.29547396,0.76297873,1.0274649,0,0,0.26412222,0,0,1.3643016,0,0.15581061,0,0.041772194,0.49140793,0,0,1.0474994,0,0,0.31558335,0,0,0.31139225,0.4331614,0.12086566,0,0.21821435,0,0,0.35856703,0.27507943,0,0.2434877,0.85776055,0.43351486,0.32981688,0,0.46584585,0.14970441,0.70170724,0,0,0,0.76146734,0,0,0.60216546,0.8988846,0,0,0,0.29045057,0,0.26986453,0.017991565,0.58542734,0,0,0,0,0.567154,0,0.16812523,0.5349337,1.1006527,0.66611725,0.11258685,0,0,0.5081953,0,0,0.17258283,0.6567383,0,0,0,0,0,0.6804702,0,0.49736387,0.01755878,0.5901539,0,0,0,0.00476807,0,0.81065375,0.7802518,0,1.0293832,0.63127184,0,0,0.86796325,0,0,0,0,0,0,0.31815654
hsma33or,1.3343048,0,0,0,0,0,1.9164908,0.5175443,0,0,1.3951387,0.27460134,0,1.537882,0,0.43432283,0,0,0,0,0,0.4017799,0.7709664,0,0,0,1.6394051,1.141013,0,0,1.1991874,0,0,1.5321496,1.3776543,0,0.535419,0.002361324,1.3953345,0,0,0.010151081,0.4985816,0,0,0,0,0,0,1.2242433,1.0481626,0,0,0.6117152,0.39901555,0.4045853,0,0,0,0,0.004905954,0.10335392,0,0,0,1.0893327,0,1.4466648,0,0,0,0.7560669,0.5972096,0.47236824,0.016940432,0.19865702,0,0,0.09336209,0,0,0.21412815,0.026826562,2.0419955,0,0,0.114077926,0,0.8653858,0.39460278,0,0,0,0,0,0,0,0.28646228,0,0,0,0.9154299,0,0.562646,0.21933699,0.93238515,0.010754034,1.092997,0.28525236,0
hsm67vee,1.0244719,0,0,0,0.49729428,0,0,0.77955,0,0.010107879,0,0.6847849,0,0.60767853,0,0.529411,3.3766687,0,0,0,0,0.4015966,1.1708927,0,0,0.97593385,0.084105104,0,0,0,0.9766587,0,0,0.6532348,0.085911214,0,0,0,0,0,0,0,2.2894528,0,1.1036975,0,0,0.43588936,0,0,1.7599154,0,0,0,1.2572005,0.7077203,0.6774908,0,0,0,0,0.7091351,0,0,0,0.8391906,1.1527866,0,0,0,0.1312808,0,0.85210335,0,0,0.63734335,0.5188286,0.7875049,0.891119,0.20362777,0.0327416,0,0,0,0,0.3433307,2.0216444,1.1072266,0,0.44789454,0.4464931,0,1.3381954,0,0.049589403,0.2582493,0.7620446,0.95015305,0,0.56958514,0.018269636,1.2508694,0,0,0.68321836,0,0,0.38838863,1.0211624,0
